	1.60885e-01	-2.36833e-01	9.95620e+35	nan	0.00000e+00	0.00000e+00	1.60885e-01	-2.36833e-01	9.95620e+35
	2.39665e-01	1.33893e+00	2.68060e+36	nan	0.00000e+00	0.00000e+00	2.39665e-01	1.33893e+00	2.68060e+36
	2.47894e-01	1.33752e+00	3.72950e+36	nan	0.00000e+00	0.00000e+00	2.47894e-01	1.33752e+00	3.72950e+36
	2.52472e-01	1.33734e+00	5.10336e+36	nan	0.00000e+00	0.00000e+00	2.52472e-01	1.33734e+00	5.10336e+36
	2.54285e-01	1.33712e+00	6.91278e+36	nan	0.00000e+00	0.00000e+00	2.54285e-01	1.33712e+00	6.91278e+36
	2.56381e-01	1.33681e+00	9.31316e+36	nan	0.00000e+00	0.00000e+00	2.56381e-01	1.33681e+00	9.31316e+36
	2.59160e-01	1.33643e+00	1.24627e+37	nan	0.00000e+00	0.00000e+00	2.59160e-01	1.33643e+00	1.24627e+37
	2.62602e-01	1.33599e+00	1.65343e+37	nan	0.00000e+00	0.00000e+00	2.62602e-01	1.33599e+00	1.65343e+37
	2.66545e-01	1.33553e+00	2.17121e+37	nan	0.00000e+00	0.00000e+00	2.66545e-01	1.33553e+00	2.17121e+37
	2.70750e-01	1.33508e+00	2.81895e+37	nan	0.00000e+00	0.00000e+00	2.70750e-01	1.33508e+00	2.81895e+37
	2.75027e-01	1.33466e+00	3.61680e+37	nan	0.00000e+00	0.00000e+00	2.75027e-01	1.33466e+00	3.61680e+37
	2.79349e-01	1.33425e+00	4.58496e+37	nan	0.00000e+00	0.00000e+00	2.79349e-01	1.33425e+00	4.58496e+37
	2.83837e-01	1.33386e+00	5.74087e+37	nan	0.00000e+00	0.00000e+00	2.83837e-01	1.33386e+00	5.74087e+37
	2.88643e-01	1.33351e+00	7.09426e+37	nan	0.00000e+00	0.00000e+00	2.88643e-01	1.33351e+00	7.09426e+37
	2.93828e-01	1.33326e+00	8.64118e+37	nan	0.00000e+00	0.00000e+00	2.93828e-01	1.33326e+00	8.64118e+37
	2.99324e-01	1.33321e+00	1.03588e+38	nan	0.00000e+00	0.00000e+00	2.99324e-01	1.33321e+00	1.03588e+38
	3.04989e-01	1.33341e+00	1.22018e+38	nan	0.00000e+00	0.00000e+00	3.04989e-01	1.33341e+00	1.22018e+38
	3.10694e-01	1.33393e+00	1.41012e+38	nan	0.00000e+00	0.00000e+00	3.10694e-01	1.33393e+00	1.41012e+38
	3.16337e-01	1.33479e+00	1.59649e+38	nan	0.00000e+00	0.00000e+00	3.16337e-01	1.33479e+00	1.59649e+38
	3.21828e-01	1.33599e+00	1.76847e+38	nan	0.00000e+00	0.00000e+00	3.21828e-01	1.33599e+00	1.76847e+38
	3.27128e-01	1.33749e+00	1.91481e+38	nan	0.00000e+00	0.00000e+00	3.27128e-01	1.33749e+00	1.91481e+38
	3.32365e-01	1.33928e+00	2.02465e+38	nan	0.00000e+00	0.00000e+00	3.32365e-01	1.33928e+00	2.02465e+38
	3.37909e-01	1.34147e+00	2.08709e+38	nan	0.00000e+00	0.00000e+00	3.37909e-01	1.34147e+00	2.08709e+38
	3.44167e-01	1.34425e+00	2.09000e+38	nan	0.00000e+00	0.00000e+00	3.44167e-01	1.34425e+00	2.09000e+38
	3.53741e-01	1.34798e+00	2.01614e+38	nan	0.00000e+00	0.00000e+00	3.53741e-01	1.34798e+00	2.01614e+38
	3.65486e-01	1.35566e+00	1.84187e+38	nan	0.00000e+00	0.00000e+00	3.65486e-01	1.35566e+00	1.84187e+38
	3.62209e-01	1.35865e+00	1.63872e+38	nan	0.00000e+00	0.00000e+00	3.62209e-01	1.35865e+00	1.63872e+38
	3.72147e-01	1.36169e+00	1.43332e+38	nan	0.00000e+00	0.00000e+00	3.72147e-01	1.36169e+00	1.43332e+38
	3.80225e-01	1.36440e+00	1.19748e+38	nan	0.00000e+00	0.00000e+00	3.80225e-01	1.36440e+00	1.19748e+38
	3.90073e-01	1.36657e+00	9.57669e+37	nan	0.00000e+00	0.00000e+00	3.90073e-01	1.36657e+00	9.57669e+37
	4.01631e-01	1.36900e+00	7.27576e+37	nan	0.00000e+00	0.00000e+00	4.01631e-01	1.36900e+00	7.27576e+37
	4.15495e-01	1.37167e+00	5.19099e+37	nan	0.00000e+00	0.00000e+00	4.15495e-01	1.37167e+00	5.19099e+37
	4.32142e-01	1.37533e+00	3.42415e+37	nan	0.00000e+00	0.00000e+00	4.32142e-01	1.37533e+00	3.42415e+37
	4.52838e-01	1.38112e+00	2.03880e+37	nan	0.00000e+00	0.00000e+00	4.52838e-01	1.38112e+00	2.03880e+37
	4.73132e-01	1.38776e+00	1.06813e+37	nan	0.00000e+00	0.00000e+00	4.73132e-01	1.38776e+00	1.06813e+37
	5.00457e-01	1.39697e+00	4.80244e+36	nan	0.00000e+00	0.00000e+00	5.00457e-01	1.39697e+00	4.80244e+36
	5.17557e-01	1.40760e+00	1.79713e+36	nan	0.00000e+00	0.00000e+00	5.17557e-01	1.40760e+00	1.79713e+36
	5.40887e-01	1.41920e+00	5.55435e+35	nan	0.00000e+00	0.00000e+00	5.40887e-01	1.41920e+00	5.55435e+35
	5.62200e-01	1.43489e+00	1.32904e+35	nan	0.00000e+00	0.00000e+00	5.62200e-01	1.43489e+00	1.32904e+35
	5.77546e-01	1.45842e+00	2.33012e+34	nan	0.00000e+00	0.00000e+00	5.77546e-01	1.45842e+00	2.33012e+34
	5.81409e-01	1.49750e+00	2.81810e+33	nan	0.00000e+00	0.00000e+00	5.81409e-01	1.49750e+00	2.81810e+33
	5.70512e-01	1.56660e+00	2.20996e+32	nan	0.00000e+00	0.00000e+00	5.70512e-01	1.56660e+00	2.20996e+32
	5.62694e-01	-1.46654e+00	1.01769e+31	nan	0.00000e+00	0.00000e+00	5.62694e-01	-1.46654e+00	1.01769e+31
	5.77368e-01	-1.26562e+00	2.39449e+29	nan	0.00000e+00	0.00000e+00	5.77368e-01	-1.26562e+00	2.39449e+29
	6.69435e-01	-1.09378e+00	2.44650e+27	nan	0.00000e+00	0.00000e+00	6.69435e-01	-1.09378e+00	2.44650e+27
	8.10113e-01	-9.67927e-01	7.67077e+24	nan	0.00000e+00	0.00000e+00	8.10113e-01	-9.67927e-01	7.67077e+24
	8.35227e-01	-9.54036e-01	5.09452e+21	nan	0.00000e+00	0.00000e+00	8.35227e-01	-9.54036e-01	5.09452e+21
	6.40592e-01	-1.15982e+00	4.93195e+17	nan	0.00000e+00	0.00000e+00	6.40592e-01	-1.15982e+00	4.93195e+17
	8.96446e-01	1.38411e+00	1.36527e+13	nan	0.00000e+00	0.00000e+00	8.96446e-01	1.38411e+00	1.36527e+13
	9.97682e-01	1.34009e+00	4.53246e+07	nan	0.00000e+00	0.00000e+00	9.97682e-01	1.34009e+00	4.53246e+07
	1.21324e-01	-1.01293e+00	1.13473e+36	nan	0.00000e+00	0.00000e+00	1.21324e-01	-1.01293e+00	1.13473e+36
	3.73999e-01	-2.79544e-01	3.53751e+36	nan	0.00000e+00	0.00000e+00	3.73999e-01	-2.79544e-01	3.53751e+36
	3.80877e-01	-2.77880e-01	4.91240e+36	nan	0.00000e+00	0.00000e+00	3.80877e-01	-2.77880e-01	4.91240e+36
	3.84107e-01	-2.77131e-01	6.70901e+36	nan	0.00000e+00	0.00000e+00	3.84107e-01	-2.77131e-01	6.70901e+36
	3.85929e-01	-2.76892e-01	9.09108e+36	nan	0.00000e+00	0.00000e+00	3.85929e-01	-2.76892e-01	9.09108e+36
	3.88039e-01	-2.76666e-01	1.22532e+37	nan	0.00000e+00	0.00000e+00	3.88039e-01	-2.76666e-01	1.22532e+37
	3.90788e-01	-2.76337e-01	1.64065e+37	nan	0.00000e+00	0.00000e+00	3.90788e-01	-2.76337e-01	1.64065e+37
	3.94136e-01	-2.75890e-01	2.17819e+37	nan	0.00000e+00	0.00000e+00	3.94136e-01	-2.75890e-01	2.17819e+37
	3.97922e-01	-2.75340e-01	2.86259e+37	nan	0.00000e+00	0.00000e+00	3.97922e-01	-2.75340e-01	2.86259e+37
	4.01921e-01	-2.74728e-01	3.71971e+37	nan	0.00000e+00	0.00000e+00	4.01921e-01	-2.74728e-01	3.71971e+37
	4.05968e-01	-2.74103e-01	4.77650e+37	nan	0.00000e+00	0.00000e+00	4.05968e-01	-2.74103e-01	4.77650e+37
	4.10047e-01	-2.73487e-01	6.06028e+37	nan	0.00000e+00	0.00000e+00	4.10047e-01	-2.73487e-01	6.06028e+37
	4.14272e-01	-2.72865e-01	7.59538e+37	nan	0.00000e+00	0.00000e+00	4.14272e-01	-2.72865e-01	7.59538e+37
	4.18789e-01	-2.72204e-01	9.39737e+37	nan	0.00000e+00	0.00000e+00	4.18789e-01	-2.72204e-01	9.39737e+37
	4.23682e-01	-2.71477e-01	1.14663e+38	nan	0.00000e+00	0.00000e+00	4.23682e-01	-2.71477e-01	1.14663e+38
	4.28954e-01	-2.70677e-01	1.37812e+38	nan	0.00000e+00	0.00000e+00	4.28954e-01	-2.70677e-01	1.37812e+38
	4.34576e-01	-2.69806e-01	1.62971e+38	nan	0.00000e+00	0.00000e+00	4.34576e-01	-2.69806e-01	1.62971e+38
	4.40536e-01	-2.68865e-01	1.89418e+38	nan	0.00000e+00	0.00000e+00	4.40536e-01	-2.68865e-01	1.89418e+38
	4.46835e-01	-2.67850e-01	2.16141e+38	nan	0.00000e+00	0.00000e+00	4.46835e-01	-2.67850e-01	2.16141e+38
	4.53459e-01	-2.66765e-01	2.41864e+38	nan	0.00000e+00	0.00000e+00	4.53459e-01	-2.66765e-01	2.41864e+38
	4.60380e-01	-2.65625e-01	2.65151e+38	nan	0.00000e+00	0.00000e+00	4.60380e-01	-2.65625e-01	2.65151e+38
	4.67648e-01	-2.64439e-01	2.84505e+38	nan	0.00000e+00	0.00000e+00	4.67648e-01	-2.64439e-01	2.84505e+38
	4.75494e-01	-2.63162e-01	2.98403e+38	nan	0.00000e+00	0.00000e+00	4.75494e-01	-2.63162e-01	2.98403e+38
	4.84288e-01	-2.61732e-01	3.05276e+38	nan	0.00000e+00	0.00000e+00	4.84288e-01	-2.61732e-01	3.05276e+38
	4.95114e-01	-2.60010e-01	3.03408e+38	nan	0.00000e+00	0.00000e+00	4.95114e-01	-2.60010e-01	3.03408e+38
