	4.06805e+14	4.06805e+14	9.86732e-07	3.65403e+16	1.93011e+35	0.00000e+00 
	5.89518e+14	9.96323e+14	9.68118e-07	3.72429e+16	4.46818e+35	0.00000e+00 
	7.87624e+14	1.78395e+15	9.44318e-07	3.81815e+16	7.60539e+35	0.00000e+00 
	8.06570e+14	2.59052e+15	9.21128e-07	3.91428e+16	1.07390e+36	0.00000e+00 
	1.08407e+15	3.67459e+15	8.91697e-07	4.04347e+16	1.48470e+36	0.00000e+00 
	1.46796e+15	5.14255e+15	8.54717e-07	4.21842e+16	2.02332e+36	0.00000e+00 
	1.76984e+15	6.91238e+15	8.14016e-07	4.42934e+16	2.61250e+36	0.00000e+00 
	1.85833e+15	8.77071e+15	7.75253e-07	4.65080e+16	3.20163e+36	0.00000e+00 
	1.95124e+15	1.07220e+16	7.38336e-07	4.88334e+16	3.75903e+36	0.00000e+00 
	2.04881e+15	1.27708e+16	7.03178e-07	5.12751e+16	4.31637e+36	0.00000e+00 
	2.15125e+15	1.49220e+16	6.69693e-07	5.38389e+16	4.84513e+36	0.00000e+00 
	2.25881e+15	1.71808e+16	6.37803e-07	5.65308e+16	5.37234e+36	0.00000e+00 
	2.37175e+15	1.95526e+16	6.07431e-07	5.93574e+16	5.90163e+36	0.00000e+00 
	2.49034e+15	2.20429e+16	5.78506e-07	6.23252e+16	6.40040e+36	0.00000e+00 
	2.61485e+15	2.46578e+16	5.50958e-07	6.54415e+16	6.89928e+36	0.00000e+00 
	2.74560e+15	2.74034e+16	5.24722e-07	6.87136e+16	7.37048e+36	0.00000e+00 
	2.88288e+15	3.02862e+16	4.99735e-07	7.21492e+16	7.84160e+36	0.00000e+00 
	3.02702e+15	3.33132e+16	4.75938e-07	7.57567e+16	8.28716e+36	0.00000e+00 
	3.17837e+15	3.64916e+16	4.53275e-07	7.95445e+16	8.73264e+36	0.00000e+00 
	3.33729e+15	3.98289e+16	4.31690e-07	8.35218e+16	9.15362e+36	0.00000e+00 
	3.50415e+15	4.33331e+16	4.11133e-07	8.76978e+16	9.57453e+36	0.00000e+00 
	3.67936e+15	4.70124e+16	3.91556e-07	9.20827e+16	9.99760e+36	0.00000e+00 
	3.86333e+15	5.08758e+16	3.72910e-07	9.66869e+16	1.03952e+37	0.00000e+00 
	4.05650e+15	5.49323e+16	3.55152e-07	1.01521e+17	1.07934e+37	0.00000e+00 
	4.25932e+15	5.91916e+16	3.38240e-07	1.06597e+17	1.11690e+37	0.00000e+00 
	4.47229e+15	6.36639e+16	3.22134e-07	1.11927e+17	1.15445e+37	0.00000e+00 
	4.69590e+15	6.83598e+16	3.06794e-07	1.17523e+17	1.18988e+37	0.00000e+00 
	4.93070e+15	7.32905e+16	2.92185e-07	1.23400e+17	1.22530e+37	0.00000e+00 
	5.17723e+15	7.84677e+16	2.78271e-07	1.29570e+17	1.25875e+37	0.00000e+00 
	5.43609e+15	8.39038e+16	2.65020e-07	1.36048e+17	1.29219e+37	0.00000e+00 
	5.70790e+15	8.96117e+16	2.52400e-07	1.42851e+17	1.32456e+37	0.00000e+00 
	5.99329e+15	9.56050e+16	2.40381e-07	1.49993e+17	1.35610e+37	0.00000e+00 
	6.29296e+15	1.01898e+17	2.28934e-07	1.57493e+17	1.38778e+37	0.00000e+00 
	6.60760e+15	1.08506e+17	2.18033e-07	1.65367e+17	1.41751e+37	0.00000e+00 
	6.93798e+15	1.15444e+17	2.07650e-07	1.73636e+17	1.44724e+37	0.00000e+00 
	7.28488e+15	1.22728e+17	1.97762e-07	1.82318e+17	1.47528e+37	0.00000e+00 
	7.64913e+15	1.30378e+17	1.88345e-07	1.91433e+17	1.50330e+37	0.00000e+00 
	8.03158e+15	1.38409e+17	1.79376e-07	2.01005e+17	1.52969e+37	0.00000e+00 
	8.43316e+15	1.46842e+17	1.70834e-07	2.11055e+17	1.55606e+37	0.00000e+00 
