	1.79984e+10	1.79984e+10	9.99788e-05	7.12761e+13	5.58401e+34	3.93530e+30 
	7.79569e+10	9.59552e+10	9.98871e-05	7.13415e+13	1.29002e+35	1.28526e+31 
	1.02034e+11	1.97989e+11	9.97674e-05	7.14271e+13	2.24689e+35	3.72718e+31 
	1.01692e+11	2.99682e+11	9.96484e-05	7.15124e+13	3.19942e+35	7.99601e+31 
	1.33169e+11	4.32851e+11	9.94929e-05	7.16242e+13	4.44529e+35	1.51682e+32 
	1.74326e+11	6.07177e+11	9.92901e-05	7.17704e+13	6.07442e+35	2.71794e+32 
	1.73346e+11	7.80523e+11	9.90893e-05	7.19159e+13	7.69109e+35	4.45929e+32 
	2.27146e+11	1.00767e+12	9.88274e-05	7.21065e+13	9.80749e+35	7.05298e+32 
	2.25529e+11	1.23320e+12	9.85687e-05	7.22957e+13	1.19078e+36	1.05684e+33 
	2.95900e+11	1.52910e+12	9.82313e-05	7.25440e+13	1.46562e+36	1.55405e+33 
	2.93319e+11	1.82242e+12	9.78992e-05	7.27902e+13	1.73793e+36	2.20597e+33 
	3.85400e+11	2.20782e+12	9.74662e-05	7.31135e+13	2.09394e+36	3.10464e+33 
	5.06165e+11	2.71398e+12	9.69032e-05	7.35383e+13	2.53525e+36	4.39287e+33 
	5.00681e+11	3.21466e+12	9.63528e-05	7.39584e+13	2.96888e+36	6.08993e+33 
	6.59377e+11	3.87404e+12	9.56373e-05	7.45117e+13	3.53671e+36	8.44920e+33 
	8.66974e+11	4.74101e+12	9.47126e-05	7.52391e+13	4.27777e+36	1.18864e+34 
	1.13836e+12	5.87938e+12	9.35253e-05	7.61943e+13	5.24138e+36	1.71106e+34 
	1.12022e+12	6.99960e+12	9.23855e-05	7.71343e+13	6.17773e+36	2.41837e+34 
	1.10305e+12	8.10264e+12	9.12901e-05	7.80599e+13	7.08848e+36	3.30974e+34 
	1.46867e+12	9.57131e+12	8.98713e-05	7.92923e+13	8.28669e+36	4.50927e+34 
	1.95283e+12	1.15241e+13	8.80517e-05	8.09309e+13	9.85511e+36	6.19766e+34 
	2.59571e+12	1.41198e+13	8.57441e-05	8.31089e+13	1.19122e+37	8.68387e+34 
	3.46993e+12	1.75898e+13	8.28418e-05	8.60205e+13	1.44452e+37	1.24264e+35 
	4.64836e+12	2.22381e+13	7.92484e-05	8.99210e+13	1.77228e+37	1.83067e+35 
	5.35818e+12	2.75963e+13	7.54747e-05	9.44170e+13	2.13613e+37	2.68864e+35 
	5.62609e+12	3.32224e+13	7.18807e-05	9.91379e+13	2.47992e+37	3.72683e+35 
	5.90740e+12	3.91298e+13	6.84578e-05	1.04095e+14	2.82356e+37	4.90990e+35 
	6.20277e+12	4.53326e+13	6.51979e-05	1.09300e+14	3.15021e+37	6.20800e+35 
	6.51290e+12	5.18455e+13	6.20932e-05	1.14764e+14	3.47648e+37	7.61477e+35 
	6.83855e+12	5.86840e+13	5.91364e-05	1.20503e+14	3.78654e+37	9.10652e+35 
	7.18048e+12	6.58645e+13	5.63204e-05	1.26528e+14	4.09612e+37	1.06697e+36 
	7.53950e+12	7.34040e+13	5.36385e-05	1.32854e+14	4.38969e+37	1.22819e+36 
	7.91648e+12	8.13205e+13	5.10842e-05	1.39497e+14	4.68268e+37	1.39139e+36 
	8.31230e+12	8.96328e+13	4.86517e-05	1.46472e+14	4.97305e+37	1.55398e+36 
	8.72791e+12	9.83607e+13	4.63349e-05	1.53795e+14	5.25015e+37	1.71036e+36 
	9.16431e+12	1.07525e+14	4.41285e-05	1.61485e+14	5.52677e+37	1.86103e+36 
	9.62253e+12	1.17148e+14	4.20271e-05	1.69559e+14	5.78825e+37	2.00552e+36 
